"ID","week","ind","type","KLRG1","CD25","CCR8","Ki67","type2"
"882",7,"dummy","cur",231,320,295,414,4
"883",7,"dummy","cur",307,481,201,606,4
"884",7,"dummy","cur",517,459,352,659,4
"885",7,"dummy","cur",617,438,401,799,4
"886",7,"dummy","cur",559,323,284,499,4
"887",7,"dummy","cur",538,336,218,810,4
"888",7,"dummy","cur",502,381,323,683,4
"889",7,"dummy","cur",454,580,199,787,4
"890",7,"dummy","cur",403,475,348,375,4
"891",7,"dummy","cur",641,386,310,658,4
"892",7,"dummy","cur",528,498,241,415,4
"893",7,"dummy","cur",625,313,283,721,4
"894",7,"dummy","cur",365,268,245,654,4
"895",7,"dummy","cur",601,365,313,589,4
"896",7,"dummy","cur",333,313,247,614,4
"897",7,"dummy","cur",441,410,219,537,4
"898",7,"dummy","cur",602,455,238,409,4
"899",7,"dummy","cur",732,402,350,874,4
"900",7,"dummy","cur",439,506,284,358,4
"901",7,"dummy","cur",402,505,211,837,4
"902",7,"dummy","cur",551,462,279,623,4
"903",7,"dummy","cur",487,162,295,514,4
"904",7,"dummy","cur",523,581,216,679,4
"905",7,"dummy","cur",452,553,305,683,4
"906",7,"dummy","cur",384,498,217,973,4
"907",7,"dummy","cur",557,510,261,426,4
"908",7,"dummy","cur",324,286,246,573,4
"909",7,"dummy","cur",559,291,241,563,4
"910",7,"dummy","cur",595,428,226,543,4
"911",7,"dummy","cur",515,440,318,1097,4
"912",7,"dummy","cur",456,301,306,522,4
"913",7,"dummy","cur",376,388,288,715,4
"914",7,"dummy","cur",368,513,272,660,4
"915",7,"dummy","cur",171,495,252,431,4
"916",7,"dummy","cur",541,207,245,513,4
"917",7,"dummy","cur",264,427,338,413,4
"918",7,"dummy","cur",534,393,298,712,4
"919",7,"dummy","cur",425,457,224,955,4
"920",7,"dummy","cur",498,339,277,719,4
"921",7,"dummy","cur",418,445,188,550,4
"922",7,"dummy","cur",602,371,261,533,4
"923",7,"dummy","cur",517,454,225,673,4
"924",7,"dummy","cur",586,280,320,598,4
"925",7,"dummy","cur",504,368,260,625,4
"926",7,"dummy","cur",290,448,323,549,4
"927",7,"dummy","cur",348,246,279,627,4
"928",7,"dummy","cur",405,638,331,582,4
"929",7,"dummy","cur",604,100,339,534,4
"930",7,"dummy","cur",349,309,291,555,4
"931",7,"dummy","cur",848,278,356,625,4
"932",7,"dummy","cur",539,447,340,636,4
"933",7,"dummy","cur",477,385,294,539,4
"934",7,"dummy","cur",369,190,273,598,4
"935",7,"dummy","cur",288,413,292,547,4
"936",7,"dummy","cur",540,605,319,803,4
"937",7,"dummy","cur",477,632,266,827,4
"938",7,"dummy","cur",501,477,235,804,4
"939",7,"dummy","cur",561,339,392,699,4
"940",7,"dummy","cur",442,297,268,378,4
"941",7,"dummy","cur",592,413,312,535,4
"942",7,"dummy","cur",549,297,254,507,4
"943",7,"dummy","cur",485,498,293,846,4
"944",7,"dummy","cur",585,436,332,863,4
"945",7,"dummy","cur",417,361,236,441,4
"946",7,"dummy","cur",534,348,351,615,4
"947",7,"dummy","cur",576,339,358,618,4
"948",7,"dummy","cur",617,415,305,424,4
"949",7,"dummy","cur",551,360,259,829,4
"950",7,"dummy","cur",574,369,291,764,4
"951",7,"dummy","cur",511,470,265,501,4
"952",7,"dummy","cur",302,445,314,508,4
"953",7,"dummy","cur",474,371,291,658,4
"954",7,"dummy","cur",541,425,301,837,4
"955",7,"dummy","cur",396,474,328,649,4
"956",7,"dummy","cur",631,627,265,717,4
"957",7,"dummy","cur",335,415,240,464,4
"958",7,"dummy","cur",484,264,334,709,4
"959",7,"dummy","cur",444,471,420,537,4
"960",7,"dummy","cur",546,433,370,408,4
"961",7,"dummy","cur",501,314,247,988,4
"962",7,"dummy","cur",396,445,306,538,4
"963",7,"dummy","cur",553,248,238,485,4
"964",7,"dummy","cur",417,419,234,378,4
"965",7,"dummy","cur",264,196,275,560,4
"966",7,"dummy","cur",409,294,279,424,4
"967",7,"dummy","cur",566,390,363,735,4
"968",7,"dummy","cur",502,273,341,842,4
"969",7,"dummy","cur",605,369,273,952,4
"970",7,"dummy","cur",316,303,248,803,4
"971",7,"dummy","cur",719,357,253,715,4
"972",7,"dummy","cur",290,229,281,517,4
"973",7,"dummy","cur",480,512,406,710,4
"974",7,"dummy","cur",587,335,278,710,4
"975",7,"dummy","cur",620,296,194,224,4
"976",7,"dummy","cur",201,551,305,509,4
"977",7,"dummy","cur",533,331,340,599,4
"978",7,"dummy","cur",448,317,337,416,4
"979",7,"dummy","cur",615,264,255,641,4
"980",7,"dummy","cur",531,405,259,743,4
"981",7,"dummy","cur",562,449,191,390,4
"982",7,"dummy","cur",289,427,279,711,4
"983",7,"dummy","cur",394,395,348,579,4
"984",7,"dummy","cur",676,461,297,599,4
"985",7,"dummy","cur",539,503,291,304,4
"986",7,"dummy","cur",351,243,291,894,4
"987",7,"dummy","cur",451,403,413,580,4
"988",7,"dummy","cur",346,353,403,450,4
"989",7,"dummy","cur",407,274,301,892,4
"990",7,"dummy","cur",201,351,326,760,4
"991",7,"dummy","cur",438,477,345,472,4
"992",7,"dummy","cur",646,447,286,411,4
"993",7,"dummy","cur",333,432,306,539,4
"994",7,"dummy","cur",569,215,297,696,4
"995",7,"45","ina",287,340,567,470,3
"996",7,"45","ina",446,386,446,833,3
"997",7,"45","ina",566,402,410,862,3
"998",7,"45","ina",550,344,607,855,3
"999",7,"45","ina",324,521,490,617,3
"1000",7,"45","ina",587,455,543,875,3
"1001",7,"45","ina",618,338,431,785,3
"1002",7,"56","ina",672,384,318,301,3
"1003",7,"56","ina",433,408,290,355,3
"1004",7,"56","ina",80,476,287,401,3
"1005",7,"56","ina",155,497,288,321,3
"1006",7,"56","ina",130,438,301,322,3
"1007",7,"56","ina",216,459,303,325,3
"1008",7,"56","ina",90,339,302,390,3
"1009",7,"56","ina",223,368,333,330,3
"1010",7,"56","ina",417,395,278,610,3
"1011",7,"56","ina",147,326,275,310,3
"1012",7,"56","ina",98,448,268,324,3
"1013",7,"56","ina",169,591,274,281,3
"1014",7,"56","ina",567,504,277,725,3
"1015",7,"56","ina",165,443,273,376,3
"1016",7,"56","ina",355,433,254,627,3
"1017",7,"56","ina",251,355,287,335,3
"1018",7,"56","ina",237,358,392,319,3
"1019",7,"56","ina",112,336,332,389,3
"1020",7,"56","ina",596,321,316,852,3
"1021",7,"56","ina",107,452,289,328,3
"1022",7,"56","ina",254,434,268,270,3
"1023",7,"56","ina",131,410,342,412,3
"1024",7,"56","ina",381,319,310,751,3
"1025",7,"56","ina",728,354,290,306,3
"1026",7,"56","ina",139,406,246,273,3
"1027",7,"56","ina",441,378,330,383,3
"1028",7,"56","ina",101,352,293,310,3
"1029",7,"56","ina",245,308,312,391,3
"1030",7,"56","ina",196,560,254,252,3
"1031",7,"56","ina",660,441,305,562,3
"1032",7,"56","ina",335,509,302,368,3
"1033",7,"56","ina",521,299,258,842,3
"1034",7,"56","ina",223,593,303,356,3
"1035",7,"56","ina",155,565,324,318,3
"1036",7,"56","ina",219,380,276,321,3
"1037",7,"56","ina",496,283,312,848,3
"1038",7,"56","ina",169,368,279,306,3
"1039",7,"56","ina",180,315,423,463,3
"1040",7,"56","ina",311,327,272,743,3
"1041",7,"56","ina",252,398,297,552,3
"1042",7,"56","ina",117,571,326,309,3
"1043",7,"56","ina",505,321,253,691,3
"1044",7,"56","ina",308,366,263,635,3
"1045",7,"56","ina",204,405,252,597,3
"1046",7,"56","ina",588,518,270,580,3
"1047",7,"56","ina",285,412,262,548,3
"1048",7,"56","ina",433,337,294,783,3
"1049",7,"56","ina",242,413,258,375,3
"1050",7,"56","ina",431,310,254,668,3
"1051",7,"56","ina",365,378,251,738,3
"1052",7,"56","ina",231,413,320,314,3
"1053",7,"56","ina",128,347,301,348,3
"1054",7,"56","ina",72,480,310,343,3
"1055",7,"56","ina",124,561,266,384,3
"1056",7,"56","ina",460,384,343,717,3
"1057",7,"56","ina",209,600,249,379,3
"1058",7,"56","ina",106,343,278,266,3
"1059",7,"56","ina",128,331,283,311,3
"1060",7,"56","ina",166,317,315,550,3
"1061",7,"56","ina",377,450,251,411,3
"1062",7,"56","ina",225,321,288,325,3
"1063",7,"56","ina",581,396,268,571,3
"1064",7,"56","ina",307,366,254,621,3
"1065",7,"56","ina",353,360,252,576,3
"1066",7,"56","ina",492,462,316,397,3
"1067",7,"56","ina",473,293,249,837,3
"1068",7,"56","ina",219,369,269,280,3
"1069",7,"56","ina",321,494,248,683,3
"1070",7,"57","ina",563,350,353,860,3
"1071",7,"57","ina",223,462,335,337,3
"1072",7,"57","ina",106,410,521,393,3
"1073",7,"57","ina",184,377,377,352,3
"1074",7,"46","ina",579,351,461,871,1
"1075",7,"46","ina",581,393,475,890,1
"1076",7,"46","ina",566,425,405,866,1
"1077",7,"46","ina",324,341,570,770,1
"1078",7,"dummy","ina",535,432,288,707,3
"1079",7,"dummy","ina",132,458,299,396,3
"1080",7,"dummy","ina",284,305,314,316,3
"1081",7,"dummy","ina",558,273,281,309,3
"1082",7,"dummy","ina",411,411,392,272,3
"1083",7,"dummy","ina",267,277,302,653,3
"1084",7,"dummy","ina",368,465,395,247,3
"1085",7,"dummy","ina",426,471,425,800,3
"1086",7,"dummy","ina",332,452,254,410,3
"1087",7,"dummy","ina",77,573,306,378,3
"1088",7,"dummy","ina",796,358,389,621,3
"1089",7,"dummy","ina",156,367,285,242,3
"1090",7,"dummy","ina",298,453,388,495,3
"1091",7,"dummy","ina",587,548,309,497,3
"1092",7,"dummy","ina",392,436,212,445,3
"1093",7,"dummy","ina",175,350,207,382,3
"1094",7,"dummy","ina",600,373,338,552,3
"1095",7,"dummy","ina",46,381,303,485,3
"1096",7,"dummy","ina",294,358,297,569,3
"1097",7,"dummy","ina",281,480,340,573,3
"1098",7,"dummy","ina",452,288,324,741,3
"1099",7,"dummy","ina",319,511,383,549,3
"1100",7,"dummy","ina",89,453,308,379,3
"1101",7,"dummy","ina",118,338,181,521,3
"1102",7,"dummy","ina",852,315,313,384,3
"1103",7,"dummy","ina",256,302,167,282,3
"1104",7,"dummy","ina",304,362,339,530,3
"1105",7,"dummy","ina",297,354,345,307,3
"1106",7,"dummy","ina",-52,553,174,210,3
"1107",7,"dummy","ina",357,361,308,609,3
"1108",7,"dummy","ina",305,444,274,669,3
"1109",7,"dummy","ina",149,290,364,390,3
"1110",7,"dummy","ina",441,516,303,674,3
"1111",7,"dummy","ina",430,378,289,469,3
"1112",7,"dummy","ina",686,433,240,106,3
"1113",7,"dummy","ina",326,379,428,427,3
"1114",7,"dummy","ina",229,502,302,400,3
"1115",7,"dummy","ina",-9,246,425,424,3
"1116",7,"dummy","ina",394,379,271,527,3
"1117",7,"dummy","ina",50,476,292,482,3
"1118",7,"dummy","ina",384,350,440,786,3
"1119",7,"dummy","ina",287,460,262,504,3
"1120",7,"dummy","ina",384,239,303,506,3
"1121",7,"dummy","ina",118,343,395,132,3
"1122",7,"dummy","ina",304,454,253,137,3
"1123",7,"dummy","ina",218,289,328,293,3
"1124",7,"dummy","ina",512,288,468,380,3
"1125",7,"dummy","ina",545,451,224,293,3
"1126",7,"dummy","ina",521,372,206,333,3
"1127",7,"dummy","ina",503,370,378,715,3
"1128",7,"dummy","ina",423,259,309,878,3
"1129",7,"dummy","ina",91,442,237,372,3
"1130",7,"dummy","ina",238,146,296,534,3
"1131",7,"dummy","ina",96,480,224,319,3
"1132",7,"dummy","ina",404,474,327,248,3
"1133",7,"dummy","ina",343,377,389,627,3
"1134",7,"dummy","ina",225,417,375,404,3
"1135",7,"dummy","ina",405,431,191,378,3
"1136",7,"dummy","ina",405,457,414,261,3
"1137",7,"dummy","ina",637,410,340,364,3
"1138",7,"dummy","ina",413,488,238,530,3
"1139",7,"dummy","ina",568,319,333,777,3
"1140",7,"dummy","ina",379,536,297,414,3
"1141",7,"dummy","ina",204,416,257,621,3
"1142",7,"dummy","ina",296,483,459,426,3
"1143",7,"dummy","ina",337,452,242,618,3
"1144",7,"dummy","ina",435,462,314,472,3
"1145",7,"dummy","ina",413,360,336,541,3
"1146",7,"dummy","ina",417,533,306,873,3
"1147",7,"dummy","ina",701,387,487,946,1
"1148",7,"dummy","ina",646,377,414,823,1
"1149",7,"dummy","ina",432,413,475,796,1
"1150",7,"dummy","ina",488,382,501,823,1
"1151",7,"dummy","ina",433,353,449,875,1
"1152",7,"dummy","ina",441,466,451,854,1
"1153",7,"dummy","ina",460,321,418,826,1
"1154",7,"dummy","ina",709,359,593,926,1
"1155",7,"dummy","ina",656,346,371,892,1
"1156",7,"dummy","ina",251,383,540,864,1
"1157",7,"dummy","ina",402,360,476,820,1
"1158",7,"dummy","ina",756,404,514,704,1
"1159",7,"dummy","ina",456,424,420,827,1
"1160",7,"dummy","ina",325,394,611,855,1
"1161",7,"dummy","ina",409,351,441,860,1
"1162",7,"dummy","ina",596,392,507,829,1
"1163",7,"dummy","ina",451,381,484,867,1
"1164",7,"dummy","ina",438,368,520,1019,1
"1165",7,"dummy","ina",404,343,488,791,1
"1166",7,"dummy","ina",612,381,347,883,1
"1167",7,"dummy","ina",335,336,355,858,1
"1168",7,"dummy","ina",551,380,526,812,1
"1169",7,"dummy","ina",439,381,541,842,1
"1170",7,"dummy","ina",691,407,471,795,1
"1171",7,"dummy","ina",626,396,444,846,1
"1172",7,"dummy","ina",553,356,468,910,1
"1173",7,"dummy","ina",567,439,453,869,1
"1174",7,"dummy","ina",536,353,502,812,1
"1175",7,"dummy","ina",552,323,527,833,1
"1176",7,"dummy","ina",368,407,495,884,1
"1177",7,"dummy","ina",372,441,476,922,1
"1178",7,"dummy","ina",622,449,581,827,1
"1179",7,"dummy","ina",313,318,482,913,1
"1180",7,"dummy","ina",594,344,644,901,1
"1181",7,"dummy","ina",158,367,475,816,1
"1182",7,"dummy","ina",560,387,575,849,1
"1183",7,"dummy","ina",734,365,529,888,1
"1184",7,"dummy","ina",456,366,535,869,1
"1185",7,"dummy","ina",590,339,391,805,1
"1186",7,"dummy","ina",287,369,325,893,1
"1187",7,"dummy","ina",391,354,444,863,1
"1188",7,"dummy","ina",779,318,373,887,1
"1189",7,"dummy","ina",503,389,575,971,1
"1190",7,"dummy","ina",548,360,440,912,1
"1191",7,"dummy","ina",563,379,551,723,1
"1192",7,"dummy","ina",532,349,488,817,1
"1193",7,"dummy","ina",645,371,524,860,1
"1194",7,"dummy","ina",658,428,497,882,1
"1195",7,"dummy","ina",512,375,420,786,1
"1196",7,"dummy","ina",522,391,478,883,1
"1197",7,"dummy","ina",502,381,593,863,1
"1198",7,"dummy","ina",280,388,534,922,1
"1199",7,"dummy","ina",487,404,518,790,1
"1200",7,"dummy","ina",539,399,505,834,1
"1201",7,"dummy","ina",640,426,517,836,1
"1202",7,"dummy","ina",268,355,386,838,1
"1203",7,"dummy","ina",422,296,366,1002,1
"1204",7,"dummy","ina",465,340,554,822,1
"1205",7,"dummy","ina",789,342,434,924,1
"1206",7,"dummy","ina",595,391,438,928,1
"1207",7,"dummy","ina",540,316,531,841,1
"1208",7,"dummy","ina",537,375,352,829,1
"1209",7,"dummy","ina",414,350,437,828,1
"1210",7,"dummy","ina",363,356,430,991,1
"1211",7,"dummy","ina",288,372,465,913,1
"1212",7,"dummy","ina",409,374,458,911,1
"1213",7,"dummy","ina",539,391,412,755,1
"1214",7,"dummy","ina",557,327,460,860,1
"1215",7,"dummy","ina",219,471,499,981,1
"1216",7,"dummy","ina",524,286,496,850,1
"1217",7,"dummy","ina",396,360,315,833,1
"1218",7,"dummy","ina",531,363,499,851,1
"1219",7,"dummy","ina",437,353,474,771,1
"1220",7,"dummy","ina",439,347,417,896,1
"1221",7,"dummy","ina",611,357,431,828,1
"1222",7,"dummy","ina",587,400,473,858,1
"1223",7,"dummy","ina",589,290,499,908,1
"1224",7,"dummy","ina",399,396,492,875,1
"1225",7,"dummy","ina",745,377,431,834,1
"1226",7,"dummy","ina",424,345,495,903,1
"1227",7,"dummy","ina",480,350,421,903,1
"1228",7,"dummy","ina",386,331,467,868,1
"1229",7,"dummy","ina",468,393,588,872,1
"1230",7,"dummy","ina",535,330,537,755,1
"1231",7,"dummy","ina",530,383,471,911,1
"1232",7,"dummy","ina",531,408,443,935,1
"1233",7,"dummy","ina",384,351,470,898,1
"1234",7,"dummy","ina",466,360,485,768,1
"1235",7,"dummy","ina",591,392,421,806,1
"1236",7,"dummy","ina",738,420,421,836,1
"1237",7,"dummy","ina",600,380,431,813,1
"1238",7,"dummy","ina",305,392,510,850,1
"1239",7,"dummy","ina",247,389,483,767,1
"1240",7,"dummy","ina",349,397,586,835,1
"1241",7,"dummy","ina",507,367,467,854,1
"1242",7,"dummy","ina",519,353,496,899,1
"1243",7,"dummy","ina",624,380,444,811,1
"1244",7,"dummy","ina",416,391,488,759,1
"1245",7,"dummy","ina",462,384,446,778,1
"1246",7,"dummy","ina",771,385,370,867,1
"1247",7,"dummy","ina",650,367,419,893,1
"1248",7,"dummy","ina",452,418,530,830,1
"1249",7,"dummy","ina",323,445,373,823,1
"1250",7,"dummy","ina",724,317,429,788,1
"1251",7,"dummy","ina",571,409,550,879,1
"1252",7,"dummy","ina",511,347,460,882,1
"1253",7,"dummy","ina",801,377,562,816,1
"1254",7,"dummy","ina",376,470,429,910,1
"1255",7,"dummy","ina",407,395,465,786,1
"1256",7,"dummy","ina",403,444,522,902,1
"1257",7,"dummy","ina",584,339,526,797,1
"1258",7,"dummy","ina",522,468,390,818,1
"1259",7,"dummy","ina",575,365,643,905,1
"1260",7,"dummy","ina",430,306,444,901,1
"1261",7,"dummy","ina",795,446,486,893,1
"1262",7,"dummy","ina",593,437,413,867,1
"1263",7,"dummy","ina",479,329,419,938,1
"1264",7,"dummy","ina",355,358,595,804,1
"1265",7,"dummy","ina",714,414,466,887,1
"1266",7,"dummy","ina",738,345,261,907,1
"1267",7,"dummy","ina",295,337,619,743,1
"1268",7,"45","rb",604,316,441,379,2
"1269",7,"45","rb",402,318,524,773,2
"1270",7,"45","rb",424,332,561,681,2
"1271",7,"45","rb",336,347,484,610,2
"1272",7,"45","rb",399,311,495,355,2
"1273",7,"45","rb",519,345,563,421,2
"1274",7,"56","rb",586,285,241,832,2
"1275",7,"56","rb",562,527,446,379,2
"1276",7,"56","rb",355,284,285,307,2
"1277",7,"56","rb",318,312,296,253,2
"1278",7,"56","rb",356,377,315,288,2
"1279",7,"56","rb",308,324,272,376,2
"1280",7,"56","rb",647,586,300,344,2
"1281",7,"56","rb",196,310,280,408,2
"1282",7,"56","rb",587,362,288,696,2
"1283",7,"56","rb",395,319,325,413,2
"1284",7,"56","rb",310,378,317,272,2
"1285",7,"56","rb",345,292,263,312,2
"1286",7,"56","rb",225,295,263,546,2
"1287",7,"56","rb",495,484,293,719,2
"1288",7,"56","rb",201,376,289,237,2
"1289",7,"56","rb",123,295,259,477,2
"1290",7,"56","rb",473,320,413,661,2
"1291",7,"56","rb",428,304,346,695,2
"1292",7,"56","rb",515,511,384,286,2
"1293",7,"56","rb",286,300,246,271,2
"1294",7,"56","rb",347,345,310,333,2
"1295",7,"56","rb",362,524,268,603,2
"1296",7,"56","rb",206,350,295,268,2
"1297",7,"56","rb",375,342,248,540,2
"1298",7,"56","rb",331,341,400,611,2
"1299",7,"56","rb",213,341,262,263,2
"1300",7,"56","rb",245,453,254,635,2
"1301",7,"56","rb",447,567,341,259,2
"1302",7,"56","rb",395,319,278,296,2
"1303",7,"56","rb",428,305,263,287,2
"1304",7,"56","rb",331,358,299,487,2
"1305",7,"56","rb",497,509,394,485,2
"1306",7,"56","rb",530,327,302,423,2
"1307",7,"56","rb",261,316,285,324,2
"1308",7,"56","rb",312,331,294,250,2
"1309",7,"56","rb",609,523,297,288,2
"1310",7,"56","rb",482,284,262,295,2
"1311",7,"56","rb",558,630,257,334,2
"1312",7,"56","rb",370,318,304,378,2
"1313",7,"56","rb",408,312,300,724,2
"1314",7,"56","rb",321,302,324,282,2
"1315",7,"56","rb",632,322,283,315,2
"1316",7,"56","rb",414,294,307,318,2
"1317",7,"56","rb",243,285,281,254,2
"1318",7,"56","rb",341,339,303,280,2
"1319",7,"56","rb",551,383,290,321,2
"1320",7,"56","rb",506,299,346,825,2
"1321",7,"56","rb",413,356,304,305,2
"1322",7,"56","rb",185,391,304,315,2
"1323",7,"56","rb",321,414,342,296,2
"1324",7,"56","rb",431,325,287,331,2
"1325",7,"56","rb",66,331,297,280,2
"1326",7,"56","rb",363,341,263,307,2
"1327",7,"56","rb",602,304,321,786,2
"1328",7,"56","rb",513,296,361,766,2
"1329",7,"56","rb",324,287,343,545,2
"1330",7,"56","rb",392,344,278,308,2
"1331",7,"56","rb",340,394,271,272,2
"1332",7,"56","rb",346,313,379,329,2
"1333",7,"56","rb",419,423,308,287,2
"1334",7,"56","rb",458,437,267,636,2
"1335",7,"56","rb",452,316,298,704,2
"1336",7,"56","rb",518,347,282,786,2
"1337",7,"56","rb",363,336,289,429,2
"1338",7,"56","rb",214,306,246,398,2
"1339",7,"56","rb",264,304,256,239,2
"1340",7,"56","rb",698,601,257,253,2
"1341",7,"56","rb",360,376,298,285,2
"1342",7,"56","rb",106,349,301,256,2
"1343",7,"56","rb",409,293,274,324,2
"1344",7,"56","rb",358,518,284,250,2
"1345",7,"56","rb",392,298,302,251,2
"1346",7,"56","rb",29,287,323,289,2
"1347",7,"57","rb",445,333,306,318,2
"1348",7,"57","rb",535,337,401,292,2
"1349",7,"57","rb",250,380,338,715,2
"1350",7,"57","rb",595,337,428,292,2
"1351",7,"57","rb",527,315,354,851,2
"1352",7,"57","rb",303,338,341,272,2
"1353",7,"57","rb",409,319,338,377,2
"1354",7,"57","rb",116,331,381,370,2
"1355",7,"57","rb",296,350,520,383,2
"1356",7,"57","rb",603,322,475,889,2
"1357",7,"57","rb",542,327,375,323,2
"1358",7,"57","rb",307,334,369,393,2
"1359",7,"57","rb",540,353,359,582,2
"1360",7,"57","rb",550,635,295,814,2
"1361",7,"57","rb",278,381,346,412,2
"1362",7,"57","rb",610,575,464,858,2
"1363",7,"57","rb",339,367,306,515,2
"1364",7,"57","rb",594,365,457,372,2
"1365",7,"57","rb",584,337,437,786,2
"1366",7,"57","rb",86,319,345,311,2
"1367",7,"57","rb",606,338,488,852,2
"1368",7,"57","rb",562,340,397,323,2
"1369",7,"57","rb",370,329,318,277,2
"1370",7,"46","rb",578,345,453,849,0
"1371",7,"46","rb",113,354,388,389,0
"1372",7,"46","rb",372,331,537,687,0
"1373",7,"46","rb",476,320,529,770,0
"1374",7,"46","rb",405,558,321,693,0
"1375",7,"46","rb",530,303,495,778,0
"1376",7,"46","rb",349,316,481,367,0
"1377",7,"46","rb",633,332,372,455,0
"1378",7,"46","rb",480,309,373,771,0
"1379",7,"46","rb",355,315,590,525,0
"1380",7,"dummy","rb",149,476,365,440,2
"1381",7,"dummy","rb",450,391,303,214,2
"1382",7,"dummy","rb",811,123,256,453,2
"1383",7,"dummy","rb",541,326,218,831,2
"1384",7,"dummy","rb",322,434,377,232,2
"1385",7,"dummy","rb",460,389,389,428,0
"1386",7,"dummy","rb",189,267,406,784,0
"1387",7,"dummy","rb",293,263,555,881,0
"1388",7,"dummy","rb",351,308,530,674,0
"1389",7,"dummy","rb",498,389,489,751,0
"1390",7,"dummy","rb",868,378,493,689,0
"1391",7,"dummy","rb",280,356,449,848,0
"1392",7,"dummy","rb",355,269,431,656,0
"1393",7,"dummy","rb",184,418,401,557,0
"1394",7,"dummy","rb",444,381,692,796,0
"1395",7,"dummy","rb",477,528,208,1178,0
"1396",7,"dummy","rb",257,268,405,699,0
"1397",7,"dummy","rb",390,357,534,523,0
"1398",7,"dummy","rb",614,272,429,743,0
"1399",7,"dummy","rb",412,326,406,604,0
"1400",7,"dummy","rb",570,453,386,797,0
"1401",7,"dummy","rb",192,373,526,608,0
"1402",7,"dummy","rb",409,344,457,829,0
"1403",7,"dummy","rb",237,342,351,455,0
"1404",7,"dummy","rb",566,274,466,550,0
"1",8,"45","cur",297,426,341,341,4
"2",8,"45","cur",424,286,340,763,4
"3",8,"45","cur",315,313,250,388,4
"4",8,"45","cur",527,346,411,875,4
"5",8,"45","cur",411,291,285,592,4
"6",8,"45","cur",457,509,206,851,4
"7",8,"45","cur",485,337,341,791,4
"8",8,"45","cur",565,331,311,732,4
"9",8,"45","cur",467,394,487,572,4
"10",8,"45","cur",524,312,432,757,4
"11",8,"45","cur",449,296,250,689,4
"12",8,"45","cur",662,295,270,747,4
"13",8,"45","cur",613,323,310,364,4
"14",8,"45","cur",406,368,272,762,4
"15",8,"45","cur",279,387,257,349,4
"16",8,"45","cur",320,322,250,531,4
"17",8,"45","cur",595,289,264,515,4
"18",8,"45","cur",506,301,326,840,4
"19",8,"45","cur",449,286,249,785,4
"20",8,"45","cur",413,272,449,682,4
"21",8,"56","cur",245,245,255,630,4
"22",8,"56","cur",506,465,227,273,4
"23",8,"56","cur",602,305,221,781,4
"24",8,"56","cur",328,325,305,678,4
"25",8,"56","cur",411,398,227,388,4
"26",8,"56","cur",314,326,248,318,4
"27",8,"56","cur",288,303,232,319,4
"28",8,"56","cur",448,655,237,660,4
"29",8,"56","cur",473,514,216,415,4
"30",8,"56","cur",199,269,233,309,4
"31",8,"56","cur",457,377,229,241,4
"32",8,"56","cur",305,478,231,562,4
"33",8,"56","cur",395,245,238,731,4
"34",8,"56","cur",454,283,309,811,4
"35",8,"56","cur",387,273,276,441,4
"36",8,"56","cur",360,411,235,297,4
"37",8,"56","cur",448,287,305,523,4
"38",8,"56","cur",749,287,254,334,4
"39",8,"56","cur",186,556,236,410,4
"40",8,"56","cur",271,374,239,294,4
"41",8,"56","cur",711,467,297,798,4
"42",8,"56","cur",399,423,259,345,4
"43",8,"56","cur",294,254,256,372,4
"44",8,"56","cur",371,298,231,270,4
"45",8,"56","cur",201,269,238,353,4
"46",8,"56","cur",479,361,248,416,4
"47",8,"56","cur",421,290,273,316,4
"48",8,"56","cur",367,479,236,556,4
"49",8,"56","cur",738,249,264,849,4
"50",8,"56","cur",428,247,266,789,4
"51",8,"56","cur",445,245,256,660,4
"52",8,"56","cur",512,234,255,748,4
"53",8,"56","cur",687,356,266,267,4
"54",8,"56","cur",298,370,233,288,4
"55",8,"56","cur",286,306,271,462,4
"56",8,"56","cur",121,377,236,345,4
"57",8,"56","cur",475,444,274,310,4
"58",8,"56","cur",345,286,263,328,4
"59",8,"56","cur",465,253,354,823,4
"60",8,"56","cur",571,465,333,810,4
"61",8,"56","cur",385,330,255,308,4
"62",8,"56","cur",388,540,237,372,4
"63",8,"56","cur",756,448,368,767,4
"64",8,"56","cur",532,359,237,296,4
"65",8,"56","cur",259,297,236,314,4
"66",8,"56","cur",397,589,255,642,4
"67",8,"56","cur",420,290,283,501,4
"68",8,"56","cur",389,253,247,752,4
"69",8,"56","cur",185,265,238,341,4
"70",8,"56","cur",221,317,242,283,4
"71",8,"56","cur",364,587,235,308,4
"72",8,"56","cur",727,295,247,339,4
"73",8,"56","cur",329,342,266,303,4
"74",8,"56","cur",307,302,249,387,4
"75",8,"56","cur",311,289,230,354,4
"76",8,"56","cur",313,324,240,308,4
"77",8,"56","cur",365,314,239,314,4
"78",8,"56","cur",265,315,256,455,4
"79",8,"56","cur",530,268,250,565,4
"80",8,"56","cur",356,298,240,364,4
"81",8,"56","cur",178,259,283,679,4
"82",8,"56","cur",213,245,231,339,4
"83",8,"56","cur",542,353,265,323,4
"84",8,"56","cur",568,305,262,652,4
"85",8,"56","cur",456,410,231,285,4
"86",8,"56","cur",504,677,258,316,4
"87",8,"56","cur",185,532,227,311,4
"88",8,"56","cur",280,401,229,454,4
"89",8,"56","cur",428,293,262,355,4
"90",8,"56","cur",613,457,235,428,4
"91",8,"56","cur",439,338,291,776,4
