"week","ind","type","KLRG1","CD25","CCR8","Ki67","type2"
9,56,"cur",315,305,269,416,4
9,56,"cur",719,272,260,437,4
9,56,"cur",324,484,259,317,4
9,56,"cur",125,258,284,490,4
9,56,"cur",319,272,245,274,4
9,56,"cur",206,476,238,310,4
9,56,"cur",126,322,231,291,4
9,56,"cur",502,643,303,411,4
9,56,"cur",136,323,227,540,4
9,56,"cur",510,337,475,811,4
9,56,"cur",184,399,264,339,4
9,56,"cur",210,340,238,787,4
9,56,"cur",480,359,297,319,4
9,56,"cur",220,277,260,581,4
9,56,"cur",391,269,525,348,4
9,56,"cur",455,346,305,740,4
9,56,"cur",262,393,307,338,4
9,56,"cur",194,453,362,605,4
9,56,"cur",347,305,257,317,4
9,56,"cur",456,592,242,807,4
9,56,"cur",754,345,302,393,4
9,56,"cur",118,292,280,379,4
9,56,"cur",408,266,304,329,4
9,56,"cur",673,367,252,336,4
9,56,"cur",259,428,240,354,4
9,56,"cur",253,553,233,340,4
9,56,"cur",315,269,365,563,4
9,56,"cur",184,471,272,404,4
9,56,"cur",434,378,393,874,4
9,56,"cur",254,285,283,280,4
9,56,"cur",229,417,233,317,4
9,56,"cur",417,621,238,311,4
9,56,"cur",269,282,327,856,4
9,56,"cur",395,267,388,807,4
9,56,"cur",196,339,238,330,4
9,56,"cur",320,324,250,338,4
9,56,"cur",395,367,251,247,4
9,56,"cur",428,262,234,749,4
9,56,"cur",157,281,236,494,4
9,56,"cur",335,318,258,235,4
9,56,"cur",96,333,296,414,4
9,56,"cur",482,355,458,370,4
9,56,"cur",379,331,320,377,4
9,56,"cur",721,528,262,245,4
9,56,"cur",679,340,268,283,4
9,56,"cur",468,291,283,779,4
9,56,"cur",371,328,393,365,4
9,56,"cur",248,331,236,326,4
9,56,"cur",261,311,218,228,4
9,56,"cur",360,382,282,396,4
9,56,"cur",378,264,324,333,4
9,56,"cur",331,337,275,286,4
9,56,"cur",434,300,477,388,4
9,56,"cur",144,253,262,345,4
9,56,"cur",570,237,497,879,4
9,56,"cur",228,268,234,677,4
9,56,"cur",510,265,262,283,4
9,56,"cur",208,301,241,317,4
9,56,"cur",212,296,269,252,4
9,56,"cur",284,291,322,609,4
9,56,"cur",531,327,246,290,4
9,56,"cur",387,352,230,412,4
9,56,"cur",315,358,253,744,4
9,56,"cur",642,358,235,600,4
9,56,"cur",279,470,253,571,4
9,56,"cur",180,258,341,804,4
9,56,"cur",403,315,233,337,4
9,56,"cur",742,319,235,481,4
9,56,"cur",294,522,436,404,4
9,56,"cur",394,308,285,757,4
9,56,"cur",372,534,293,342,4
9,56,"cur",419,261,284,729,4
9,56,"cur",684,528,268,295,4
9,56,"cur",279,269,243,455,4
9,56,"cur",245,304,260,301,4
9,56,"cur",371,253,353,750,4
9,56,"cur",289,282,234,495,4
9,56,"cur",382,317,294,423,4
9,56,"cur",306,522,262,385,4
9,56,"cur",360,261,390,446,4
9,56,"cur",413,287,248,408,4
9,56,"cur",245,581,256,282,4
9,56,"cur",727,477,234,269,4
9,56,"cur",506,323,292,705,4
9,56,"cur",241,290,275,542,4
9,56,"cur",262,378,253,317,4
9,56,"cur",105,253,279,621,4
9,56,"cur",369,358,255,265,4
9,56,"cur",393,258,313,623,4
9,56,"cur",168,247,239,307,4
9,57,"cur",316,258,212,723,4
9,57,"cur",423,269,324,800,4
9,57,"cur",227,270,301,583,4
9,57,"cur",219,251,266,596,4
9,57,"cur",164,436,257,716,4
9,57,"cur",248,286,281,536,4
9,57,"cur",384,425,298,313,4
9,57,"cur",195,384,196,372,4
9,57,"cur",479,350,331,333,4
9,57,"cur",353,356,257,380,4
9,57,"cur",613,264,339,692,4
9,57,"cur",336,361,321,374,4
9,57,"cur",385,437,233,566,4
9,57,"cur",187,312,263,513,4
9,57,"cur",366,299,298,810,4
9,57,"cur",581,312,294,321,4
9,57,"cur",142,280,283,364,4
9,57,"cur",318,295,285,361,4
9,57,"cur",654,420,307,448,4
9,57,"cur",226,258,216,298,4
9,57,"cur",358,400,290,363,4
9,57,"cur",414,309,303,754,4
9,57,"cur",223,270,261,604,4
9,57,"cur",285,261,217,296,4
9,57,"cur",437,426,274,308,4
9,57,"cur",295,322,292,834,4
9,57,"cur",732,378,319,529,4
9,57,"cur",454,306,260,338,4
9,57,"cur",364,346,275,590,4
9,57,"cur",612,259,257,660,4
9,57,"cur",560,308,230,485,4
9,57,"cur",280,298,245,348,4
9,57,"cur",433,390,242,283,4
9,57,"cur",452,296,369,774,4
9,57,"cur",329,359,237,332,4
9,57,"cur",253,720,310,328,4
9,57,"cur",617,528,292,364,4
9,57,"cur",297,688,259,728,4
9,57,"cur",365,275,309,560,4
9,57,"cur",459,618,322,355,4
9,57,"cur",222,340,264,344,4
9,57,"cur",352,266,336,700,4
9,57,"cur",333,409,242,342,4
9,57,"cur",396,309,283,424,4
9,57,"cur",478,257,355,789,4
9,57,"cur",244,428,239,270,4
9,57,"cur",282,456,349,557,4
9,57,"cur",741,380,304,351,4
9,57,"cur",404,335,275,662,4
9,57,"cur",427,299,249,324,4
9,57,"cur",569,572,255,397,4
9,57,"cur",91,263,228,669,4
9,57,"cur",314,402,260,599,4
9,57,"cur",244,322,237,307,4
9,57,"cur",332,408,342,368,4
9,57,"cur",748,467,249,316,4
9,57,"cur",239,571,250,298,4
9,57,"cur",436,272,507,641,4
9,57,"cur",183,475,316,341,4
9,57,"cur",456,348,302,540,4
9,57,"cur",355,558,324,803,4
9,57,"cur",333,477,241,303,4
9,57,"cur",400,458,340,433,4
9,57,"cur",501,331,315,837,4
9,57,"cur",440,273,206,713,4
9,57,"cur",167,261,459,789,4
9,57,"cur",269,387,243,452,4
9,57,"cur",200,509,218,354,4
9,57,"cur",153,345,313,470,4
9,57,"cur",444,435,234,287,4
9,57,"cur",330,342,334,574,4
9,57,"cur",148,267,292,693,4
9,57,"cur",336,263,272,800,4
9,57,"cur",708,358,235,816,4
9,57,"cur",567,310,296,313,4
9,57,"cur",470,358,242,429,4
9,57,"cur",283,293,247,274,4
9,57,"cur",255,369,267,586,4
9,57,"cur",296,255,222,738,4
9,57,"cur",250,399,273,348,4
9,57,"cur",362,394,245,570,4
9,57,"cur",517,258,369,829,4
9,57,"cur",246,406,260,486,4
9,57,"cur",246,275,259,332,4
9,57,"cur",181,382,288,587,4
9,57,"cur",345,314,351,281,4
9,57,"cur",289,256,209,703,4
9,57,"cur",448,417,318,400,4
9,57,"cur",389,335,262,375,4
9,57,"cur",411,318,264,733,4
9,57,"cur",376,297,319,729,4
9,57,"cur",381,413,244,572,4
9,57,"cur",311,292,288,322,4
9,57,"cur",426,297,264,793,4
9,57,"cur",380,275,218,715,4
9,57,"cur",520,382,439,797,4
9,57,"cur",441,351,211,548,4
9,57,"cur",229,332,262,593,4
9,57,"cur",246,439,229,274,4
9,57,"cur",244,306,279,605,4
9,57,"cur",211,277,314,760,4
9,57,"cur",395,272,257,495,4
9,57,"cur",194,349,229,323,4
9,57,"cur",451,250,283,704,4
9,57,"cur",255,257,267,314,4
9,57,"cur",485,309,327,778,4
9,57,"cur",416,371,257,556,4
9,57,"cur",97,293,281,793,4
9,45,"ina",732,408,460,344,3
9,45,"ina",634,381,528,417,3
9,45,"ina",238,487,520,367,3
9,45,"ina",250,334,477,671,3
9,45,"ina",286,412,542,381,3
9,45,"ina",152,492,328,551,3
9,45,"ina",117,325,519,349,3
9,45,"ina",182,396,511,352,3
9,45,"ina",141,343,470,459,3
9,45,"ina",238,383,453,326,3
9,45,"ina",146,428,336,420,3
9,45,"ina",196,329,522,364,3
9,45,"ina",238,394,486,347,3
9,45,"ina",272,352,527,506,3
9,45,"ina",187,337,498,348,3
9,45,"ina",250,429,473,397,3
9,45,"ina",269,367,487,451,3
9,45,"ina",218,350,559,368,3
9,56,"ina",150,525,230,353,3
9,56,"ina",168,459,346,330,3
9,56,"ina",149,296,297,283,3
9,56,"ina",272,304,243,258,3
9,56,"ina",208,272,259,319,3
9,56,"ina",220,380,284,433,3
9,56,"ina",272,643,227,436,3
9,56,"ina",222,459,295,368,3
9,56,"ina",306,353,236,403,3
9,56,"ina",369,407,245,279,3
9,56,"ina",245,405,297,291,3
9,56,"ina",644,417,262,312,3
9,56,"ina",223,261,517,854,3
9,56,"ina",326,366,289,492,3
9,56,"ina",184,413,219,265,3
9,56,"ina",270,341,272,292,3
9,56,"ina",80,620,236,323,3
9,56,"ina",475,300,260,278,3
9,56,"ina",645,476,258,263,3
9,56,"ina",388,533,217,232,3
9,56,"ina",188,324,368,330,3
9,56,"ina",255,455,434,539,3
9,56,"ina",677,342,256,377,3
9,56,"ina",214,362,234,326,3
9,56,"ina",188,303,249,355,3
9,56,"ina",280,333,244,389,3
9,56,"ina",286,499,287,359,3
9,56,"ina",273,298,244,606,3
9,56,"ina",210,327,284,417,3
9,56,"ina",214,416,291,262,3
9,56,"ina",204,335,254,234,3
9,56,"ina",419,288,278,821,3
9,56,"ina",328,361,274,272,3
9,56,"ina",571,403,228,295,3
9,56,"ina",183,342,262,267,3
9,56,"ina",187,318,255,289,3
9,56,"ina",233,418,314,330,3
9,56,"ina",585,359,381,353,3
9,56,"ina",327,376,262,366,3
9,56,"ina",706,458,264,313,3
9,56,"ina",164,425,368,356,3
9,56,"ina",97,334,344,336,3
9,56,"ina",95,555,219,570,3
9,56,"ina",159,302,270,300,3
9,56,"ina",264,363,278,311,3
9,56,"ina",270,371,239,333,3
9,56,"ina",655,314,246,627,3
9,56,"ina",160,347,279,329,3
9,56,"ina",162,600,221,276,3
9,56,"ina",220,376,326,302,3
9,56,"ina",230,420,308,376,3
9,56,"ina",165,419,267,293,3
9,56,"ina",215,516,236,649,3
9,56,"ina",177,421,462,359,3
9,56,"ina",168,292,268,317,3
9,56,"ina",128,390,284,315,3
9,56,"ina",659,497,234,350,3
9,56,"ina",181,425,245,330,3
9,56,"ina",331,275,229,663,3
9,57,"ina",241,356,497,313,3
9,57,"ina",134,503,261,329,3
9,57,"ina",166,329,517,321,3
9,57,"ina",140,299,454,311,3
9,57,"ina",317,300,401,846,3
9,57,"ina",163,401,318,345,3
9,57,"ina",190,389,342,383,3
9,57,"ina",153,288,300,645,3
9,57,"ina",130,368,315,338,3
9,57,"ina",189,419,363,284,3
9,57,"ina",105,342,239,296,3
9,57,"ina",278,579,272,222,3
9,57,"ina",101,420,301,359,3
9,57,"ina",130,313,238,271,3
9,57,"ina",164,471,310,304,3
9,57,"ina",218,433,299,399,3
9,57,"ina",207,406,245,255,3
9,57,"ina",257,404,420,324,3
9,57,"ina",229,401,315,308,3
9,46,"ina",357,541,464,756,1
9,46,"ina",296,492,401,722,1
9,46,"ina",262,427,271,306,1
9,46,"ina",217,436,202,284,1
9,46,"ina",224,548,247,388,1
9,46,"ina",198,427,525,448,1
9,46,"ina",400,457,420,796,1
9,46,"ina",220,356,590,369,1
9,46,"ina",321,431,406,738,1
9,46,"ina",422,301,335,785,1
9,46,"ina",202,540,253,288,1
9,46,"ina",281,394,425,547,1
9,46,"ina",241,558,240,285,1
9,46,"ina",182,307,405,578,1
9,46,"ina",281,391,333,675,1
9,46,"ina",151,343,435,501,1
9,46,"ina",466,427,262,658,1
9,46,"ina",193,591,401,738,1
9,46,"ina",188,373,323,763,1
9,46,"ina",199,450,492,374,1
9,45,"rb",349,273,442,759,2
9,45,"rb",260,326,431,330,2
9,45,"rb",228,296,579,498,2
9,45,"rb",248,288,376,427,2
9,45,"rb",708,541,346,694,2
9,45,"rb",727,279,430,771,2
9,56,"rb",281,303,244,807,2
9,56,"rb",310,456,257,278,2
9,56,"rb",304,252,300,375,2
9,56,"rb",290,559,250,432,2
9,56,"rb",301,457,262,263,2
9,56,"rb",426,386,230,269,2
9,56,"rb",340,358,409,489,2
9,56,"rb",182,282,343,443,2
9,56,"rb",269,360,289,657,2
9,56,"rb",109,652,256,313,2
9,56,"rb",143,312,316,305,2
9,56,"rb",257,488,269,314,2
9,56,"rb",177,295,259,458,2
9,56,"rb",158,613,222,256,2
9,56,"rb",192,267,285,345,2
9,56,"rb",210,538,295,246,2
9,56,"rb",568,376,258,702,2
9,56,"rb",360,296,286,362,2
9,56,"rb",568,252,513,764,2
9,56,"rb",201,403,241,270,2
9,56,"rb",300,345,217,254,2
9,56,"rb",469,243,312,853,2
9,56,"rb",310,354,249,320,2
9,56,"rb",325,289,364,415,2
9,57,"rb",659,520,303,444,2
9,57,"rb",358,594,249,414,2
9,57,"rb",392,319,274,249,2
9,57,"rb",294,330,242,367,2
9,46,"rb",493,684,344,852,0
9,46,"rb",393,285,377,854,0
9,46,"rb",256,312,259,725,0
9,46,"rb",545,670,392,673,0
9,46,"rb",234,426,288,530,0
9,46,"rb",369,281,387,758,0
9,46,"rb",219,505,340,645,0
11,45,"cur",227,345,254,339,4
11,45,"cur",730,507,249,414,4
11,45,"cur",321,297,250,542,4
11,45,"cur",123,498,271,543,4
11,45,"cur",691,306,249,449,4
11,45,"cur",674,464,266,369,4
11,45,"cur",241,350,253,391,4
11,45,"cur",157,277,234,370,4
11,45,"cur",343,298,243,426,4
11,45,"cur",739,349,229,340,4
11,45,"cur",404,391,264,854,4
11,45,"cur",691,361,236,685,4
11,45,"cur",533,269,237,656,4
11,45,"cur",285,329,244,331,4
11,45,"cur",282,420,259,517,4
11,45,"cur",407,389,234,361,4
11,45,"cur",222,458,253,306,4
11,45,"cur",449,284,178,782,4
11,45,"cur",270,523,288,756,4
11,45,"cur",230,266,241,714,4
11,45,"cur",132,301,225,679,4
11,45,"cur",232,433,237,491,4
11,45,"cur",477,354,257,343,4
11,45,"cur",269,501,238,413,4
11,45,"cur",100,386,265,483,4
11,45,"cur",449,266,226,726,4
11,45,"cur",751,405,236,401,4
11,45,"cur",286,340,235,412,4
11,45,"cur",204,505,234,576,4
11,45,"cur",324,494,241,416,4
11,45,"cur",693,490,155,881,4
11,45,"cur",209,318,248,333,4
11,45,"cur",393,402,234,681,4
11,45,"cur",177,274,235,574,4
11,45,"cur",299,319,259,528,4
11,45,"cur",268,301,240,380,4
11,45,"cur",274,266,245,460,4
11,45,"cur",703,463,241,582,4
11,45,"cur",220,523,240,466,4
11,45,"cur",327,288,243,431,4
11,45,"cur",182,299,248,329,4
11,45,"cur",366,352,233,700,4
11,45,"cur",239,269,227,751,4
11,45,"cur",329,267,239,391,4
11,45,"cur",523,398,256,350,4
11,45,"cur",286,322,251,698,4
11,45,"cur",694,334,237,307,4
11,45,"cur",327,500,262,464,4
11,45,"cur",206,480,244,317,4
11,45,"cur",364,277,236,713,4
11,45,"cur",695,431,235,410,4
11,45,"cur",160,373,233,464,4
11,45,"cur",176,268,239,626,4
11,45,"cur",191,344,246,476,4
11,45,"cur",241,488,248,849,4
11,45,"cur",529,349,244,816,4
11,45,"cur",515,551,243,302,4
11,45,"cur",236,293,252,381,4
11,45,"cur",239,510,249,435,4
11,45,"cur",730,441,249,355,4
11,45,"cur",205,369,251,353,4
11,45,"cur",382,270,235,803,4
11,45,"cur",139,282,239,336,4
11,45,"cur",801,318,238,407,4
11,45,"cur",594,363,252,376,4
11,45,"cur",436,365,257,791,4
11,45,"cur",650,426,258,411,4
11,45,"cur",685,337,259,375,4
11,45,"cur",535,276,178,860,4
11,45,"cur",141,261,257,750,4
11,45,"cur",272,349,257,729,4
11,45,"cur",703,281,215,775,4
11,45,"cur",186,266,206,809,4
11,45,"cur",509,306,245,477,4
11,45,"cur",385,425,248,355,4
11,45,"cur",378,357,245,281,4
11,45,"cur",224,521,238,356,4
11,45,"cur",357,325,242,393,4
11,45,"cur",459,365,257,828,4
11,45,"cur",289,586,251,553,4
11,45,"cur",203,351,272,528,4
11,45,"cur",486,253,236,852,4
11,45,"cur",558,309,236,438,4
11,45,"cur",714,391,255,423,4
11,45,"cur",449,300,246,443,4
11,45,"cur",282,293,224,802,4
11,45,"cur",110,351,233,373,4
11,45,"cur",636,332,244,827,4
11,45,"cur",198,429,264,604,4
11,45,"cur",369,327,252,437,4
11,45,"cur",670,324,237,518,4
11,45,"cur",708,371,237,511,4
11,45,"cur",694,443,246,575,4
11,45,"cur",396,434,265,331,4
11,45,"cur",633,328,232,470,4
11,45,"cur",97,298,248,410,4
11,45,"cur",209,575,239,397,4
11,45,"cur",489,391,217,746,4
11,45,"cur",340,274,168,851,4
11,45,"cur",178,558,253,380,4
11,45,"cur",524,329,224,870,4
11,45,"cur",229,324,260,815,4
11,45,"cur",299,344,260,377,4
11,45,"cur",414,254,190,812,4
11,45,"cur",612,295,262,411,4
11,45,"cur",442,414,249,373,4
11,45,"cur",359,295,223,699,4
11,45,"cur",487,309,246,390,4
11,45,"cur",606,384,247,292,4
11,45,"cur",528,335,193,856,4
11,45,"cur",759,483,247,406,4
11,45,"cur",176,400,244,603,4
11,45,"cur",730,449,239,374,4
11,45,"cur",417,501,231,377,4
11,45,"cur",137,492,251,452,4
11,45,"cur",313,287,236,751,4
11,45,"cur",725,407,240,408,4
11,45,"cur",502,404,237,396,4
11,45,"cur",291,296,253,316,4
11,45,"cur",755,353,241,394,4
11,45,"cur",460,309,245,477,4
11,45,"cur",632,275,244,519,4
11,45,"cur",600,396,241,402,4
11,45,"cur",339,279,238,781,4
11,45,"cur",666,314,245,771,4
11,45,"cur",126,336,224,791,4
11,45,"cur",326,372,243,444,4
11,45,"cur",667,387,242,376,4
11,45,"cur",422,303,237,391,4
11,45,"cur",201,395,229,521,4
11,45,"cur",429,430,242,434,4
11,45,"cur",327,294,249,369,4
11,45,"cur",150,325,217,745,4
11,45,"cur",250,297,245,312,4
11,45,"cur",321,352,249,336,4
11,45,"cur",400,530,238,338,4
11,45,"cur",400,526,262,709,4
11,45,"cur",532,546,239,386,4
11,45,"cur",633,290,189,835,4
11,45,"cur",388,405,257,402,4
11,45,"cur",679,352,226,698,4
11,45,"cur",373,442,245,706,4
11,45,"cur",546,309,246,384,4
11,45,"cur",445,290,231,776,4
11,45,"cur",106,332,245,670,4
11,45,"cur",702,472,245,445,4
11,45,"cur",181,395,258,655,4
11,45,"cur",377,290,224,701,4
11,45,"cur",125,285,267,585,4
11,45,"cur",621,428,190,792,4
11,45,"cur",710,431,231,622,4
11,45,"cur",654,337,211,716,4
11,45,"cur",603,302,189,787,4
11,45,"cur",742,322,150,877,4
11,45,"cur",339,421,239,454,4
11,45,"cur",135,345,244,365,4
11,45,"cur",415,359,182,793,4
11,45,"cur",247,264,246,325,4
11,45,"cur",240,316,248,502,4
11,45,"cur",148,303,247,403,4
11,45,"cur",339,325,239,456,4
11,45,"cur",79,555,240,337,4
11,45,"cur",235,342,238,405,4
11,45,"cur",290,600,237,516,4
11,45,"cur",723,496,248,364,4
11,45,"cur",445,372,219,735,4
11,45,"cur",120,592,194,825,4
11,45,"cur",350,393,254,632,4
11,45,"cur",623,310,238,500,4
11,45,"cur",150,460,235,489,4
11,45,"cur",366,304,249,508,4
11,45,"cur",314,470,210,783,4
11,45,"cur",662,445,237,302,4
11,45,"cur",714,284,245,354,4
11,45,"cur",126,551,253,354,4
11,45,"cur",367,528,253,405,4
11,45,"cur",465,266,183,803,4
11,45,"cur",218,376,248,281,4
11,45,"cur",106,616,252,543,4
11,45,"cur",320,406,241,439,4
11,45,"cur",532,311,244,314,4
11,45,"cur",117,332,241,468,4
11,45,"cur",595,318,254,672,4
11,45,"cur",514,376,250,301,4
11,45,"cur",482,348,243,363,4
11,45,"cur",321,373,236,275,4
11,45,"cur",113,347,256,464,4
11,45,"cur",376,273,247,660,4
11,45,"cur",631,330,252,327,4
11,45,"cur",129,518,262,417,4
11,45,"cur",568,395,231,335,4
11,45,"cur",281,334,241,556,4
11,45,"cur",210,322,263,374,4
11,45,"cur",105,533,249,541,4
11,45,"cur",184,338,237,349,4
11,45,"cur",106,503,232,382,4
11,45,"cur",101,547,247,401,4
11,45,"cur",629,280,238,409,4
11,45,"cur",243,323,245,396,4
11,45,"cur",522,249,164,840,4
11,45,"cur",688,319,239,384,4
11,45,"cur",695,414,235,337,4
11,45,"cur",562,256,259,862,4
11,45,"cur",584,349,243,353,4
11,45,"cur",698,383,227,501,4
11,45,"cur",296,368,224,411,4
11,45,"cur",328,409,244,563,4
11,45,"cur",619,471,239,476,4
11,45,"cur",564,254,131,932,4
11,45,"cur",125,314,236,392,4
11,45,"cur",335,335,233,444,4
11,45,"cur",591,400,243,387,4
11,45,"cur",288,288,251,384,4
11,45,"cur",364,422,235,344,4
11,45,"cur",206,371,228,729,4
11,45,"cur",185,277,241,529,4
11,45,"cur",610,302,253,345,4
11,45,"cur",666,437,246,354,4
11,45,"cur",382,479,209,778,4
11,45,"cur",514,320,247,313,4
11,45,"cur",225,435,245,676,4
11,45,"cur",403,304,230,302,4
11,45,"cur",726,473,206,847,4
11,45,"cur",623,296,249,433,4
11,45,"cur",588,448,257,361,4
11,45,"cur",712,387,265,524,4
11,45,"cur",389,375,233,728,4
11,45,"cur",425,306,226,829,4
11,45,"cur",314,431,219,583,4
11,45,"cur",293,480,243,479,4
11,45,"cur",176,284,234,371,4
11,45,"cur",182,351,250,416,4
11,45,"cur",100,463,259,338,4
11,45,"cur",34,311,246,330,4
11,45,"cur",87,536,260,477,4
11,45,"cur",692,476,239,360,4
11,45,"cur",231,265,217,727,4
11,45,"cur",220,249,249,636,4
11,45,"cur",261,330,239,597,4
11,45,"cur",627,290,244,367,4
11,45,"cur",295,315,203,779,4
11,45,"cur",375,300,258,733,4
11,45,"cur",469,301,254,749,4
11,45,"cur",464,320,236,372,4
11,45,"cur",50,302,243,377,4
11,45,"cur",570,373,247,752,4
11,45,"cur",163,335,230,409,4
11,45,"cur",278,285,256,550,4
11,45,"cur",395,270,235,804,4
11,45,"cur",585,397,248,371,4
11,45,"cur",552,287,261,301,4
11,45,"cur",460,249,233,827,4
11,45,"cur",230,279,229,425,4
11,45,"cur",160,372,223,582,4
11,45,"cur",677,318,253,744,4
11,45,"cur",551,275,249,360,4
11,45,"cur",455,344,199,828,4
11,45,"cur",671,279,177,826,4
11,45,"cur",421,296,242,585,4
11,45,"cur",579,322,249,543,4
11,45,"cur",355,299,234,714,4
11,45,"cur",463,332,248,613,4
11,45,"cur",293,370,245,679,4
11,45,"cur",559,454,251,332,4
11,45,"cur",712,356,245,305,4
11,45,"cur",224,381,311,807,4
11,45,"cur",369,315,246,396,4
11,45,"cur",704,402,238,434,4
11,45,"cur",680,350,268,481,4
11,45,"cur",796,413,257,379,4
11,45,"cur",435,332,240,454,4
11,45,"cur",272,577,245,631,4
11,45,"cur",444,274,264,784,4
11,45,"cur",349,287,237,482,4
11,45,"cur",354,395,243,458,4
11,45,"cur",330,331,244,807,4
11,45,"cur",687,508,246,403,4
11,45,"cur",431,409,215,657,4
11,45,"cur",409,349,237,419,4
11,45,"cur",426,277,249,789,4
11,45,"cur",316,533,187,799,4
11,45,"cur",546,314,207,745,4
11,45,"cur",469,434,238,787,4
11,45,"cur",276,386,241,507,4
11,45,"cur",537,351,262,455,4
11,45,"cur",626,307,261,487,4
11,45,"cur",140,394,228,407,4
11,45,"cur",254,369,262,352,4
11,45,"cur",617,394,231,468,4
11,45,"cur",168,330,246,280,4
11,45,"cur",311,369,251,341,4
11,45,"cur",668,328,243,386,4
11,45,"cur",134,341,234,387,4
11,45,"cur",183,331,239,331,4
11,45,"cur",301,264,244,809,4
11,45,"cur",112,352,244,374,4
11,45,"cur",565,361,253,409,4
11,45,"cur",265,356,265,623,4
11,45,"cur",322,289,224,741,4
11,45,"cur",253,309,287,578,4
11,45,"cur",227,355,254,357,4
11,45,"cur",424,531,254,363,4
11,45,"cur",366,282,250,574,4
11,45,"cur",170,491,227,639,4
11,45,"cur",496,280,202,810,4
11,45,"cur",687,387,261,277,4
11,45,"cur",763,342,246,345,4
11,45,"cur",316,645,241,489,4
11,45,"cur",423,284,185,873,4
11,45,"cur",462,519,253,411,4
11,45,"cur",532,275,179,870,4
11,45,"cur",328,273,226,691,4
11,45,"cur",610,322,249,360,4
11,45,"cur",304,379,274,672,4
11,45,"cur",237,424,255,659,4
11,45,"cur",291,308,243,425,4
11,45,"cur",285,362,248,469,4
11,45,"cur",246,254,238,345,4
11,45,"cur",196,528,295,691,4
11,45,"cur",528,438,250,387,4
11,45,"cur",257,291,200,858,4
11,45,"cur",476,287,243,334,4
11,45,"cur",459,257,234,842,4
11,45,"cur",292,286,231,628,4
11,45,"cur",259,252,215,806,4
11,45,"cur",240,342,245,363,4
11,45,"cur",301,286,244,511,4
11,45,"cur",55,272,238,372,4
11,45,"cur",473,409,268,686,4
11,45,"cur",510,585,242,402,4
11,45,"cur",597,282,237,704,4
11,45,"cur",595,387,198,676,4
11,45,"cur",419,494,273,467,4
11,45,"cur",523,700,206,681,4
11,45,"cur",262,358,254,319,4
11,45,"cur",359,381,255,487,4
11,45,"cur",458,363,231,695,4
11,45,"cur",253,445,242,396,4
11,45,"cur",143,554,231,429,4
11,45,"cur",258,394,277,605,4
11,45,"cur",197,401,236,375,4
11,45,"cur",701,398,259,325,4
11,45,"cur",336,264,243,504,4
11,45,"cur",617,300,252,299,4
11,45,"cur",350,595,243,312,4
11,45,"cur",85,286,253,313,4
11,45,"cur",572,246,233,906,4
11,45,"cur",747,617,234,357,4
11,45,"cur",478,293,241,287,4
11,45,"cur",574,400,239,415,4
11,45,"cur",273,396,243,607,4
11,45,"cur",404,330,269,748,4
11,45,"cur",160,454,241,300,4
11,45,"cur",565,271,234,369,4
11,45,"cur",469,426,218,833,4
11,45,"cur",335,307,246,524,4
11,45,"cur",550,309,250,575,4
11,45,"cur",484,318,243,798,4
11,45,"cur",223,449,250,423,4
11,45,"cur",685,276,237,612,4
11,45,"cur",695,346,258,427,4
11,45,"cur",174,451,244,301,4
11,45,"cur",322,357,267,479,4
11,45,"cur",700,532,232,281,4
11,45,"cur",576,405,249,398,4
11,45,"cur",424,294,247,728,4
11,45,"cur",203,360,250,599,4
11,45,"cur",789,531,253,309,4
11,45,"cur",99,487,245,338,4
11,45,"cur",238,455,238,344,4
11,45,"cur",201,288,251,405,4
11,45,"cur",372,240,212,844,4
11,45,"cur",255,609,244,475,4
11,45,"cur",493,266,230,839,4
11,45,"cur",725,368,240,290,4
11,45,"cur",456,479,231,352,4
11,45,"cur",298,299,242,381,4
11,45,"cur",312,274,262,462,4
11,45,"cur",770,348,251,298,4
11,45,"cur",708,383,245,430,4
11,45,"cur",850,378,264,317,4
11,45,"cur",442,459,178,847,4
11,45,"cur",654,334,228,774,4
11,45,"cur",323,341,245,428,4
11,45,"cur",162,284,240,341,4
11,45,"cur",297,395,245,608,4
11,56,"cur",161,275,254,415,4
11,56,"cur",298,395,248,386,4
11,56,"cur",227,284,267,515,4
11,56,"cur",60,444,261,469,4
11,56,"cur",422,326,265,499,4
11,56,"cur",382,344,242,488,4
11,56,"cur",222,281,276,494,4
11,56,"cur",279,428,396,875,4
11,56,"cur",326,373,264,328,4
11,56,"cur",316,435,237,370,4
11,56,"cur",550,500,251,795,4
11,56,"cur",291,298,246,391,4
11,56,"cur",520,276,282,826,4
11,56,"cur",757,371,296,768,4
11,56,"cur",225,531,288,744,4
11,56,"cur",218,302,232,549,4
11,56,"cur",126,373,236,253,4
11,56,"cur",290,422,236,341,4
11,56,"cur",475,295,286,868,4
11,56,"cur",642,361,287,618,4
11,56,"cur",228,383,266,339,4
11,56,"cur",284,344,247,314,4
11,56,"cur",159,307,260,485,4
11,56,"cur",687,441,264,655,4
11,56,"cur",394,426,266,360,4
11,56,"cur",115,290,250,403,4
11,56,"cur",523,405,360,842,4
11,56,"cur",184,396,251,328,4
11,56,"cur",634,263,300,765,4
11,56,"cur",694,473,282,554,4
11,56,"cur",234,341,388,761,4
11,56,"cur",366,341,325,841,4
11,56,"cur",147,316,261,619,4
11,56,"cur",687,350,241,654,4
11,56,"cur",285,289,241,730,4
